id,t,p,q
4832,14,95,121
4833,14,93.48,162
4834,14,92.67,2.2
4835,14,91,198.7
4836,14,90,6.6
4837,14,89.02,11.4
4838,14,88.49,7
4839,14,86.7,20.1
4840,14,86.48,11.6
4841,14,86.07,19.9
4842,14,84.24,0.2
4843,14,84.08,1
4844,14,82.64,89
4845,14,81.09,110
4846,14,80,4
4847,14,79.89,70
4848,14,79.64,60
4849,14,79.24,0.5
4850,14,78.38,1.1
4851,14,78.09,60
4852,14,77.82,2.7
4853,14,77.39,60
4854,14,77.04,27
4855,14,76.64,60
4856,14,75.09,60
4857,14,75,400
4858,14,74.89,60
4859,14,73.76,8
4860,14,73.58,1.2
4861,14,71.9,2.2
4862,14,70.06,9.2
4863,14,69.19,10
4864,14,69.02,48.6
4865,14,67.4,0.7
4866,14,66.09,0.7
4867,14,65.29,1.9
4868,14,65.09,3.4
4869,14,65.05,2
4870,14,62.87,32.4
4871,14,62.02,9.1
4872,14,59.88,12.3
4873,14,58.59,1.7
4874,14,56.7,3.1
4875,14,56.55,2.3
4876,14,56.39,6.8
4877,14,56.32,1.9
4878,14,55.09,4.5
4879,14,54.88,86.4
4880,14,52.2,14.5
4881,14,51.72,12.2
4882,14,50,36
4883,14,49.88,42.4
4884,14,48.92,0.1
4885,14,47.78,0.5
4886,14,43.93,2.4
4887,14,43.91,6
4888,14,43.13,4.2
4889,14,42.96,75
4890,14,40.01,40.1
4891,14,40,50.4
4892,14,39.88,2.4
4893,14,39.47,5.5
4894,14,39.3,83
4895,14,38.88,2
4896,14,37.96,70
4897,14,34.77,10.4
4898,14,34.69,5.7
4899,14,34.67,29
4900,14,31,27.1
4901,14,30.33,1
4902,14,30.26,50
4903,14,30,21
4904,14,26.11,50
4905,14,26.07,1
4906,14,25,6.2
4907,14,24.14,4
4908,14,21.78,1.6
4909,14,21.66,76
4910,14,21.62,229.4
4911,14,21.61,20
4912,14,21.04,6
4913,14,17.37,5
4914,14,16.4,68.7
4915,14,15,71.2
4916,14,14.57,1
4917,14,10,28.5
4918,14,8.38,74.9
4919,14,6,0.8
4920,14,5,154.8
4921,14,3.54,7.5
4922,14,3,61
4923,14,2.64,2.2
4924,14,2.1,0.9
4925,14,1.93,7.8
4926,14,1.77,1
4927,14,1.64,2
4928,14,1.6,1.5
4929,14,1.46,9
4930,14,1.4,0.6
4931,14,1.35,3.1
4932,14,1.16,0.1
4933,14,1.1,35
4934,14,1,991.9
4935,14,0.73,2.5
4936,14,0.71,0.8
4937,14,0.5,92.2
4938,14,0.47,22.4
4939,14,0.2,44.8
4940,14,0.1,12.5
4941,14,0.01,457.5
4942,14,0,22351.6
4943,14,-0.01,502.1
4944,14,-0.05,52.8
4945,14,-0.99,82.3
4946,14,-1,256.9
4947,14,-2,26.4
4948,14,-5,29.6
4949,14,-5.5,1187.1
4950,14,-10,231.2
4951,14,-50,102
4952,14,-99,0.3
4953,14,-100,852
4954,14,-499,14.7
4955,14,-500,887.6
4956,14,4000,-20643.1
4957,14,3999,-3.7
4958,14,3950,-18.5
4959,14,3500,-0.1
4960,14,3000,-2992.6
4961,14,2000,-8
4962,14,1100,-933.8
4963,14,1000,-338.3
4964,14,999,-13.6
4965,14,900,-2.7
4966,14,853,-117.3
4967,14,836.11,-501.2
4968,14,800,-2254.8
4969,14,777,-1.8
4970,14,700,-169.3
4971,14,650,-48.1
4972,14,501,-121.2
4973,14,500.13,-0.5
4974,14,500,-1046
4975,14,450,-1.8
4976,14,408.38,-3.8
4977,14,400,-372.8
4978,14,375,-544.9
4979,14,350,-699.2
4980,14,320,-500.6
4981,14,308.38,-0.4
4982,14,300,-627.1
4983,14,295.18,-36.2
4984,14,289.33,-120.5
4985,14,288,-2.8
4986,14,287.63,-29.4
4987,14,280,-1.4
4988,14,275,-0.4
4989,14,250,-52.7
4990,14,226,-341.6
4991,14,225.75,-6
4992,14,202.27,-29
4993,14,200,-30.6
4994,14,190,-16.7
4995,14,180,-5.4
4996,14,165,-3
4997,14,142.29,-4.5
4998,14,137.91,-12.3
4999,14,135,-25.4
5000,14,130,-130.7
5001,14,125.75,-6
5002,14,122,-14
5003,14,117.76,-2.6
5004,14,107.9,-0.1
5005,14,105,-160.6
5006,14,103,-216.6
5007,14,102.89,-17.2
5008,14,101,-43.8
5009,14,100.6,-32.4
5010,14,99.96,-54.6
5011,14,97,-2
5012,14,96.75,-38.8
5013,14,94.52,-40
5014,14,94.22,-5.6
5015,14,90,-49
5016,14,87.5,-15
5017,14,86.6,-25
5018,14,86.07,-18
5019,14,85,-48.4
5020,14,83.6,-25
5021,14,80.38,-0.8
5022,14,80.03,-25
5023,14,79.6,-25
5024,14,76.6,-25
5025,14,75.03,-25
5026,14,75,-39
5027,14,74.99,-81
5028,14,71.28,-1
5029,14,69.99,-35
5030,14,69.98,-20
5031,14,69.96,-49.8
5032,14,69.1,-1
5033,14,69.08,-1
5034,14,69,-100
5035,14,65.26,-18
5036,14,61,-100
5037,14,60.03,-50
5038,14,60,-100
5039,14,58.74,-19.5
5040,14,56,-50
5041,14,54.96,-24.9
5042,14,45.2,-2.6
5043,14,43.02,-10
5044,14,41,-100
5045,14,30,-179
5046,14,25.15,-3.2
5047,14,25.01,-75
5048,14,24.36,-25
5049,14,11.36,-25
5050,14,10,-197
5051,14,5,-2441
5052,14,2.76,-0.3
5053,14,2,-30
5054,14,1,-0.1
5055,14,0.01,-2.1
5056,14,0,-30
5057,14,-6.4,-50
5058,14,-9.4,-50
5059,14,-306.4,-150
5060,14,-309.4,-150
5061,14,-499,-1.7
5062,14,-500,-4
5063,15,4000,29
5064,15,3000,0.4
5065,15,853,0.3
5066,15,400,1
5067,15,281.5,6.2
5068,15,262,502.8
5069,15,261.5,392
5070,15,261,2921
5071,15,260,357
5072,15,259,366
5073,15,258,2805
5074,15,257,1210
5075,15,256.9,459.1
5076,15,256,449.7
5077,15,255,973.1
5078,15,254.2,770
5079,15,253.79,99
5080,15,253.15,99
5081,15,250.38,376.6
5082,15,248.61,84.8
5083,15,245.2,260.6
5084,15,245,103.5
5085,15,243.97,75
5086,15,240.13,348.8
5087,15,240,116.5
5088,15,232.66,375.7
5089,15,231.6,44.7
5090,15,229,45
5091,15,228,58
5092,15,221,2593
5093,15,220,70.2
5094,15,210,320.5
5095,15,207.72,2
5096,15,200,121
5097,15,197.69,32
5098,15,197.59,60
5099,15,195,143
5100,15,190,154
5101,15,185,718.5
5102,15,184.89,59
5103,15,180.92,15.8
5104,15,179.32,370
5105,15,176.85,380
5106,15,176.37,36.2
5107,15,173.47,400
5108,15,172.94,400
5109,15,170,121
5110,15,168.57,355
5111,15,166.21,124
5112,15,165.23,194
5113,15,165,23
5114,15,163.48,178
5115,15,162.67,168
5116,15,160,122.7
5117,15,159.95,192
5118,15,158.97,176
5119,15,156.5,19.2
5120,15,155,50
5121,15,152.14,13.6
5122,15,150,47.5
5123,15,145.1,369
5124,15,145,20
5125,15,144.93,47
5126,15,144,27
5127,15,141.87,60
5128,15,141.13,104.7
5129,15,140,152
5130,15,139,20
5131,15,137.85,50
5132,15,136.36,2.8
5133,15,135,58
5134,15,134.21,85
5135,15,133.85,380
5136,15,133.62,20
5137,15,133.25,66
5138,15,133.06,60
5139,15,132.5,41.8
5140,15,132.49,102
5141,15,132.08,15
5142,15,131.09,390
5143,15,130.22,9.6
5144,15,130,400.4
5145,15,128,57.9
5146,15,127.17,720
5147,15,126.5,33.3
5148,15,126.36,5.1
5149,15,126.22,225
5150,15,125.62,4
5151,15,125,99
5152,15,120.64,407.8
5153,15,120,178.8
5154,15,118.26,2.6
5155,15,116.86,215
5156,15,116,56
5157,15,115.84,176
5158,15,115.22,20
5159,15,113.52,139
5160,15,112.23,171
5161,15,112,78
5162,15,111.1,489
5163,15,111,102.9
5164,15,110,151.5
5165,15,108,64.3
5166,15,107.85,106
5167,15,107.24,27
5168,15,106.84,185
5169,15,106.66,266.8
5170,15,105.4,0.8
5171,15,105,73.6
5172,15,104.21,128
5173,15,104,1.7
5174,15,103,10
5175,15,101.08,23.3
5176,15,100.5,4
5177,15,100,123.2
5178,15,99.51,35.7
5179,15,99.44,40.1
5180,15,99.02,164.1
5181,15,98.4,44.5
5182,15,98.34,359
5183,15,98.09,152
5184,15,96.25,0.2
5185,15,95.15,0.2
5186,15,95,107.6
5187,15,94.25,0.2
5188,15,93.48,160
5189,15,92.67,2.2
5190,15,91,198.7
5191,15,90.8,46.9
5192,15,90.7,1.9
5193,15,90.42,19.8
5194,15,90,6.6
5195,15,89.81,11.6
5196,15,89.02,11.4
5197,15,88.89,1
5198,15,88.49,7
5199,15,86.9,1.8
5200,15,86.81,0.2
5201,15,84.94,2.3
5202,15,84.93,89
5203,15,84.5,20.3
5204,15,83.4,1.8
5205,15,83.34,110
5206,15,82.11,70
5207,15,81.93,60
5208,15,81.81,0.6
5209,15,80.96,5.6
5210,15,80.85,51
5211,15,80.34,60
5212,15,80,3.2
5213,15,79.61,60
5214,15,79.44,27
5215,15,78.93,60
5216,15,77.34,60
5217,15,77.11,60
5218,15,76.45,9.3
5219,15,75.8,1.3
5220,15,75,400
5221,15,74.97,12.5
5222,15,74.14,31.2
5223,15,72.39,9.2
5224,15,71.99,10
5225,15,70.61,11.7
5226,15,70.55,30.6
5227,15,69.97,12.5
5228,15,67.3,2
5229,15,67,1.8
5230,15,66.97,3
5231,15,65.61,81.6
5232,15,64.99,9.1
5233,15,60.61,40.9
5234,15,59.97,12.5
5235,15,58.23,6.8
5236,15,58.18,6.2
5237,15,54.97,12.5
5238,15,53.89,5.5
5239,15,53.74,20.4
5240,15,53.59,12.2
5241,15,53.27,0.1
5242,15,50.65,2.2
5243,15,50.61,2.4
5244,15,50.3,75
5245,15,50,35.7
5246,15,49.38,0.5
5247,15,48.29,2.4
5248,15,48.27,6.3
5249,15,46.88,1.7
5250,15,46.15,0.7
5251,15,44.85,0.7
5252,15,43.49,4.1
5253,15,42.5,82.7
5254,15,40.37,2
5255,15,40.01,40
5256,15,40,50.4
5257,15,38.19,5.1
5258,15,38.18,4.9
5259,15,36.22,8.7
5260,15,35.98,6
5261,15,35.66,28.6
5262,15,31.5,6.2
5263,15,31.37,50
5264,15,31.28,0.1
5265,15,31.27,1
5266,15,31,27.2
5267,15,30,15
5268,15,28.65,6
5269,15,27.02,1
5270,15,24.97,4
5271,15,22.47,19.6
5272,15,22.43,72.7
5273,15,22.4,284.9
5274,15,22.39,1.5
5275,15,19.79,1
5276,15,19.67,9.2
5277,15,17.89,5
5278,15,15.08,2.2
5279,15,15,69.7
5280,15,12.35,2.8
5281,15,12.27,0.9
5282,15,12.16,2.7
5283,15,12.02,2
5284,15,10.72,1.4
5285,15,10.25,1
5286,15,10.23,2
5287,15,10,28.5
5288,15,9.82,0.1
5289,15,8.99,8.5
5290,15,8.82,73.9
5291,15,8.8,0.7
5292,15,7.58,3.4
5293,15,6,0.6
5294,15,5,147.2
5295,15,4.62,2.5
5296,15,4.57,1
5297,15,3.08,20.4
5298,15,3,60.9
5299,15,1.1,26
5300,15,1,983.7
5301,15,0.5,84.4
5302,15,0.2,44.8
5303,15,0.1,12.6
5304,15,0.01,435.4
5305,15,0,21765.1
5306,15,-0.01,473.7
5307,15,-0.31,51
5308,15,-0.99,77.5
5309,15,-1,253.8
5310,15,-2,27.9
5311,15,-5,29.6
5312,15,-5.5,1152.9
5313,15,-10,221.4
5314,15,-50,101.9
5315,15,-52.26,100
5316,15,-99,0.3
5317,15,-100,710
5318,15,-499,13.6
5319,15,-500,999.8
5320,15,4000,-21054.5
5321,15,3999,-3.9
5322,15,3950,-18.9
5323,15,3500,-0.1
5324,15,3000,-3005.1
5325,15,2000,-8
5326,15,1100,-934
5327,15,1000,-335.2
5328,15,999,-13.5
5329,15,900,-3
5330,15,853,-119.2
5331,15,825.56,-492
5332,15,800,-2286.5
5333,15,777,-1.8
5334,15,700,-173.5
5335,15,650,-49.8
5336,15,501,-126.1
5337,15,500.13,-0.5
5338,15,500,-1013.2
5339,15,450,-1.8
5340,15,446.42,-3.7
5341,15,400,-402.1
5342,15,375,-564.8
5343,15,350,-726.8
5344,15,346.42,-0.4
5345,15,320,-506.8
5346,15,302.91,-120.7
5347,15,300,-563
5348,15,292.71,-6.3
5349,15,288,-2.9
5350,15,280,-1.3
5351,15,275,-0.4
5352,15,250,-53.7
5353,15,236.21,-23
5354,15,232.5,-338.3
5355,15,232.28,-5.8
5356,15,212.02,-29.9
5357,15,200,-20.6
5358,15,190,-16.5
5359,15,180,-0.8
5360,15,164.86,-4.5
5361,15,160.66,-9.5
5362,15,137,-3
5363,15,135,-25.4
5364,15,132.28,-5.8
5365,15,130,-133.1
5366,15,128.44,-0.2
5367,15,122,-20
5368,15,113.58,-5.6
5369,15,109.86,-2.7
5370,15,107.3,-55.6
5371,15,107.24,-17.3
5372,15,105,-308.4
5373,15,98.3,-1
5374,15,96,-1
5375,15,94.52,-40
5376,15,90.42,-18
5377,15,90,-53.6
5378,15,89.2,-46.9
5379,15,89,-1.5
5380,15,87.9,-25
5381,15,87.5,-15
5382,15,86.7,-0.8
5383,15,85,-48.4
5384,15,84.4,-25
5385,15,80.9,-25
5386,15,80.03,-25
5387,15,77.4,-25
5388,15,77.3,-50.6
5389,15,75.03,-25
5390,15,75,-39
5391,15,74.99,-81
5392,15,73.92,-1
5393,15,73.89,-1
5394,15,71,-100
5395,15,69.99,-35
5396,15,69.98,-20
5397,15,69,-100
5398,15,68.32,-26.2
5399,15,65.26,-18
5400,15,62.3,-25.6
5401,15,62,-50
5402,15,60.03,-50
5403,15,60,-100
5404,15,58.74,-19.5
5405,15,51,-100
5406,15,46.98,-2.6
5407,15,40,-149
5408,15,36.5,-30
5409,15,32.28,-25
5410,15,26.46,-3.1
5411,15,25.01,-75
5412,15,19.28,-25
5413,15,10,-30
5414,15,5,-2331
5415,15,2,-30
5416,15,1,-0.1
5417,15,0.01,-12.3
5418,15,-5.1,-50
5419,15,-8.6,-50
5420,15,-305.1,-150
5421,15,-308.6,-150
5422,15,-499,-1.7
5423,15,-500,-4
5424,16,4000,29
5425,16,3000,0.2
5426,16,853,0.3
5427,16,400,1
5428,16,301,6.2
5429,16,262,448.8
5430,16,261.5,392
5431,16,261,2910
5432,16,260,357
5433,16,259,366
5434,16,258,2805
5435,16,257,1210
5436,16,256.9,459.1
5437,16,256,432.2
5438,16,255,1266.5
5439,16,254.2,770
5440,16,253.79,99
5441,16,253.15,99
5442,16,250.38,377.3
5443,16,248.61,84.6
5444,16,245.2,245.6
5445,16,245,107.1
5446,16,243.97,75
5447,16,240.13,176.6
5448,16,240,136.5
5449,16,232.61,376
5450,16,231.6,44.7
5451,16,229,45
5452,16,228,58
5453,16,221,2586
5454,16,220,70.2
5455,16,210,320.5
5456,16,207.72,2
5457,16,201.08,34.4
5458,16,200,121
5459,16,197.76,32
5460,16,197.66,60
5461,16,195,143
5462,16,190,153.7
5463,16,185,718.2
5464,16,184.89,59
5465,16,180.92,15.8
5466,16,179.32,370
5467,16,176.85,380
5468,16,176,24.2
5469,16,173.47,400
5470,16,172.94,400
5471,16,170,121
5472,16,168.57,355
5473,16,166.22,124
5474,16,165.42,193
5475,16,165,23
5476,16,163.51,178
5477,16,162.69,168
5478,16,160,122.7
5479,16,159.9,192
5480,16,158.98,175
5481,16,155,50
5482,16,152.14,13.6
5483,16,150,47.5
5484,16,146,38.1
5485,16,145.1,369
5486,16,145,20
5487,16,144.93,47
5488,16,144,27
5489,16,142.9,41.7
5490,16,141.87,60
5491,16,141.13,104.4
5492,16,140,152
5493,16,139,20
5494,16,137.88,50
5495,16,136.36,2.8
5496,16,135.8,84.6
5497,16,135,58
5498,16,134.3,85
5499,16,133.85,380
5500,16,133.58,20
5501,16,133.25,66
5502,16,133.06,60
5503,16,132.49,102
5504,16,132.08,15
5505,16,131.09,390
5506,16,130.53,2.8
5507,16,130.22,9.6
5508,16,130,323.3
5509,16,128,57.9
5510,16,127.17,720
5511,16,126.36,5.1
5512,16,126.22,225
5513,16,125.62,4
5514,16,125,99
5515,16,121.4,2
5516,16,120.62,407.6
5517,16,120.5,0.2
5518,16,120,191.4
5519,16,119.4,0.2
5520,16,118.5,0.2
5521,16,117.92,357
5522,16,117.4,1.9
5523,16,117.04,212
5524,16,116,56
5525,16,115.84,174
5526,16,115.22,20
5527,16,114.1,27
5528,16,113.7,1.9
5529,16,113.52,139
5530,16,112.22,174
5531,16,112,78
5532,16,111.1,489
5533,16,111,104.4
5534,16,110.5,44.4
5535,16,110,157.6
5536,16,108.7,0.9
5537,16,108.03,75.8
5538,16,108,64.2
5539,16,107.88,106
5540,16,106.71,184
5541,16,106.66,266.6
5542,16,106.3,4
5543,16,105.79,5
5544,16,105,73.5
5545,16,104.3,128
5546,16,103,7.9
5547,16,101.7,44.4
5548,16,101.08,23.3
5549,16,100.73,50.8
5550,16,100.54,1
5551,16,100.42,69.6
5552,16,100,99.6
5553,16,99.34,163.8
5554,16,98.17,89
5555,16,98.09,152
5556,16,97.28,19.6
5557,16,97.25,11.6
5558,16,96.33,110
5559,16,95.17,60
5560,16,95,85.3
5561,16,94.9,70
5562,16,93.48,160
5563,16,93.33,60
5564,16,93.07,29.4
5565,16,92.83,0.2
5566,16,92.67,2.2
5567,16,92.4,60
5568,16,92.17,60
5569,16,91,99.2
5570,16,90.33,60
5571,16,90,10.3
5572,16,89.9,60
5573,16,89.02,11.4
5574,16,88.64,10.8
5575,16,88.49,7
5576,16,88.03,27
5577,16,87.83,0.5
5578,16,87.8,20.3
5579,16,87.41,1.6
5580,16,83.64,75.5
5581,16,83.26,10
5582,16,82.56,1.2
5583,16,80.43,31.1
5584,16,80,2.1
5585,16,78.92,9.2
5586,16,78.64,38.7
5587,16,77.93,10
5588,16,75,400
5589,16,74.97,18.7
5590,16,73.45,2.1
5591,16,73.43,2.8
5592,16,72.92,1.9
5593,16,72.2,9.1
5594,16,68.64,2.4
5595,16,65.56,0.2
5596,16,63.63,2.1
5597,16,63.27,7.6
5598,16,62.66,4.2
5599,16,61.97,18.7
5600,16,60.54,9.3
5601,16,59.97,18.7
5602,16,58.54,13.7
5603,16,58.41,12.6
5604,16,58.23,5.8
5605,16,55.9,2.2
5606,16,54.97,18.9
5607,16,54.34,1.7
5608,16,54.03,5
5609,16,53.66,0.5
5610,16,52.9,83.5
5611,16,51.4,0.6
5612,16,51,6.2
5613,16,50.54,5
5614,16,50.53,5
5615,16,50.3,0.6
5616,16,50,35.6
5617,16,47.25,75
5618,16,43.76,1.9
5619,16,42.27,6.9
5620,16,42.25,95
5621,16,40,50.4
5622,16,39.07,28.6
5623,16,38.9,5.5
5624,16,34.27,50
5625,16,34.14,1
5626,16,34.02,0.1
5627,16,31.06,6
5628,16,31,27.3
5629,16,30,15
5630,16,29.35,1
5631,16,27.46,4
5632,16,24.43,20.8
5633,16,24.3,1.5
5634,16,24.29,265
5635,16,24.17,55.5
5636,16,21.29,1
5637,16,19.43,5
5638,16,18.8,10.1
5639,16,15,64.8
5640,16,14.7,2
5641,16,12.04,2.7
5642,16,11.85,1
5643,16,11.73,2.7
5644,16,11.36,1.9
5645,16,10.27,1.4
5646,16,10.05,69.8
5647,16,10.01,1
5648,16,10,28.5
5649,16,9.94,1.9
5650,16,9.34,0.1
5651,16,8.77,8.8
5652,16,8.55,0.7
5653,16,7.42,0.1
5654,16,7.26,3.4
5655,16,6,0.6
5656,16,5,116.5
5657,16,4.44,1
5658,16,4.33,2.5
5659,16,3,60.7
5660,16,2.9,17
5661,16,1.1,35
5662,16,1,968.7
5663,16,0.5,68.9
5664,16,0.2,51.1
5665,16,0.1,12.4
5666,16,0.01,400.2
5667,16,0,20184.7
5668,16,-0.01,482.1
5669,16,-0.29,43.5
5670,16,-0.99,69.7
5671,16,-1,261.9
5672,16,-2,29.4
5673,16,-5,29.6
5674,16,-5.5,1102.2
5675,16,-10,246.7
5676,16,-50,101.6
5677,16,-58.03,268
5678,16,-99,0.2
5679,16,-100,108
5680,16,-499,13.2
5681,16,-500,758.9
5682,16,4000,-21135
5683,16,3999,-4.2
5684,16,3950,-18.9
5685,16,3500,-0.1
5686,16,3000,-3004.6
5687,16,2000,-8
5688,16,1100,-940.8
5689,16,1000,-339.4
5690,16,999,-13.6
5691,16,900,-2.9
5692,16,853,-120.2
5693,16,831.82,-490.2
5694,16,800,-2178.7
5695,16,777,-1.8
5696,16,700,-176.4
5697,16,650,-51.3
5698,16,501,-129.3
5699,16,500.13,-0.5
5700,16,500,-980.4
5701,16,439.34,-3.9
5702,16,400,-395.7
5703,16,375,-576.4
5704,16,350,-707.7
5705,16,339.34,-0.4
5706,16,320,-515.5
5707,16,307.52,-122.7
5708,16,300,-564.2
5709,16,288,-3
5710,16,280,-1.3
5711,16,275,-0.3
5712,16,268.32,-28.9
5713,16,252,-336.7
5714,16,250.81,-5.6
5715,16,250,-53
5716,16,222.14,-30.7
5717,16,200,-21.5
5718,16,190,-17
5719,16,176.81,-4.4
5720,16,170.4,-10
5721,16,150.81,-5.6
5722,16,147.79,-6.3
5723,16,137,-17
5724,16,135.8,-133.3
5725,16,135,-25.4
5726,16,122,-20
5727,16,114.1,-17.4
5728,16,113.96,-2.6
5729,16,110.8,-15
5730,16,109.5,-43.5
5731,16,104.25,-56.7
5732,16,99,-25
5733,16,97.28,-18
5734,16,94.52,-40
5735,16,93.3,-15
5736,16,93.21,-0.8
5737,16,92,-25
5738,16,90,-53.5
5739,16,89,-1.5
5740,16,87.7,-25
5741,16,85.54,-1
5742,16,85.53,-1
5743,16,85,-48.4
5744,16,81,-100
5745,16,80.7,-25
5746,16,80.03,-25
5747,16,75.03,-25
5748,16,75,-39
5749,16,74.99,-81
5750,16,74.25,-51.6
5751,16,71,-50
5752,16,69.99,-35
5753,16,69.98,-20
5754,16,69,-100
5755,16,65.26,-18
5756,16,61,-100
5757,16,60.03,-50
5758,16,60,-100
5759,16,59.25,-25.8
5760,16,58.8,-2.8
5761,16,58.74,-19.5
5762,16,56,-178.9
5763,16,55.05,-20
5764,16,52.09,-25
5765,16,39.09,-25
5766,16,30.16,-3
5767,16,26,-30
5768,16,25.01,-75
5769,16,6,-50
5770,16,5,-80
5771,16,2,-30
5772,16,1,-0.2
5773,16,0.01,-12.5
5774,16,-5.3,-50
5775,16,-294,-150
5776,16,-305.3,-150
5777,16,-499,-1.7
5778,16,-500,-4.6
5779,17,4000,29
5780,17,3000,0.2
5781,17,853,0.3
5782,17,400,1
5783,17,305,6.2
5784,17,262,369.1
5785,17,261.5,440
5786,17,261,2971
5787,17,260,357
5788,17,259,365
5789,17,258,2805
5790,17,257,1210
5791,17,256.9,459.1
5792,17,256,505.5
5793,17,255,1166.5
5794,17,254.2,770
5795,17,253.79,99
5796,17,253.15,99
5797,17,250.38,378.4
5798,17,248.61,84.5
5799,17,245.2,229.8
5800,17,245,109.1
5801,17,243.97,75
5802,17,240.13,141.7
5803,17,240,136.5
5804,17,232.55,377.9
5805,17,231.6,44.7
5806,17,229,45
5807,17,228,58
5808,17,221,2585
5809,17,220,67.2
5810,17,217.58,30.9
5811,17,210,320.5
5812,17,207.72,2
5813,17,200,121
5814,17,198.09,34
5815,17,197.99,60
5816,17,195,143
5817,17,192.1,10
5818,17,190,153.7
5819,17,185,720.6
5820,17,184.89,59
5821,17,180.92,15.8
5822,17,180,29.8
5823,17,179.32,370
5824,17,176.85,380
5825,17,173.47,400
5826,17,172.94,400
5827,17,170,121
5828,17,168.57,355
5829,17,166.27,124
5830,17,165.62,193
5831,17,165,23
5832,17,163.55,176
5833,17,162.73,169
5834,17,160,122.7
5835,17,159.79,193
5836,17,158.96,174
5837,17,155,50
5838,17,152.14,13.6
5839,17,152.1,42.1
5840,17,150,117.9
5841,17,145.1,370
5842,17,145,20
5843,17,144.93,47
5844,17,144,27
5845,17,141.13,104.7
5846,17,140,152
5847,17,139,20
5848,17,138.78,2.8
5849,17,137.93,50
5850,17,136.36,2.8
5851,17,135,58
5852,17,134.35,85
5853,17,134.22,40
5854,17,133.85,380
5855,17,133.51,20
5856,17,133.25,66
5857,17,132.49,102
5858,17,132.08,15
5859,17,131.09,390
5860,17,130.22,9.6
5861,17,130,172.1
5862,17,128,57.9
5863,17,127.17,720
5864,17,126.36,5.1
5865,17,126.22,225
5866,17,126.11,47
5867,17,125.62,4
5868,17,125.51,355
5869,17,125,99
5870,17,120.58,406.6
5871,17,120,233.7
5872,17,118.3,0.8
5873,17,117.3,40.1
5874,17,117.24,27.9
5875,17,116,56
5876,17,115.84,173
5877,17,115.22,20
5878,17,113.52,139
5879,17,113,0.2
5880,17,112.3,1.9
5881,17,112.23,173
5882,17,112,78
5883,17,111.75,0.3
5884,17,111.66,9.7
5885,17,111.6,4
5886,17,111.3,44.2
5887,17,111.1,488
5888,17,111,103.2
5889,17,110.4,0.4
5890,17,110,66.5
5891,17,108.79,1
5892,17,108.4,1.9
5893,17,108,24.2
5894,17,107.93,108
5895,17,106.74,35.7
5896,17,106.66,362.9
5897,17,106.65,184
5898,17,106.52,11.6
5899,17,106.29,5.2
5900,17,105.5,180
5901,17,104.7,1.9
5902,17,104.62,211
5903,17,104.61,89
5904,17,104.35,129
5905,17,103.18,18.5
5906,17,102.65,110
5907,17,101.61,60
5908,17,101.13,70
5909,17,101.08,23.3
5910,17,100.4,49.6
5911,17,100.13,0.3
5912,17,100,25.7
5913,17,99.65,60
5914,17,99.54,162.9
5915,17,98.63,60
5916,17,98.61,60
5917,17,98.03,37.5
5918,17,97.4,20
5919,17,97.29,27
5920,17,96.65,60
5921,17,96.13,60
5922,17,96.03,37.5
5923,17,96,49.1
5924,17,95.13,0.5
5925,17,95,55
5926,17,94.03,37.5
5927,17,92.67,2.2
5928,17,92.03,37.5
5929,17,91.66,2.4
5930,17,91.1,83.1
5931,17,91.01,12.4
5932,17,90.53,1.1
5933,17,90.5,38.3
5934,17,90,10.6
5935,17,89.02,11.4
5936,17,88.49,7
5937,17,87.07,50
5938,17,87.06,50
5939,17,87.03,31.5
5940,17,86.21,9.2
5941,17,86.06,100
5942,17,85.72,10
5943,17,81.47,9.1
5944,17,80.47,2.4
5945,17,80.38,3
5946,17,80.24,2.4
5947,17,75,400
5948,17,73.81,0.2
5949,17,69.65,2.2
5950,17,69.42,10.1
5951,17,69.36,4.2
5952,17,69.24,7.9
5953,17,69.18,2.1
5954,17,68.79,8.9
5955,17,65.15,0.4
5956,17,64.34,0.5
5957,17,64.24,12.9
5958,17,64.05,6.4
5959,17,62.1,85.6
5960,17,58.88,0.5
5961,17,58.8,1.7
5962,17,58.79,5.2
5963,17,58.78,10
5964,17,55,6.2
5965,17,53.48,1.6
5966,17,50.66,6.8
5967,17,50,35.6
5968,17,48.02,2.5
5969,17,43.86,2.4
5970,17,43.79,1.1
5971,17,42.76,2.7
5972,17,42.72,5.5
5973,17,42.61,29.4
5974,17,41.83,1.8
5975,17,40,0.3
5976,17,37.51,1
5977,17,37.42,0.2
5978,17,37.33,50
5979,17,37.28,1.5
5980,17,36.5,1.7
5981,17,36.19,1
5982,17,34.33,6
5983,17,32.2,1
5984,17,31.95,9
5985,17,31,25.4
5986,17,30.93,0.7
5987,17,30,98
5988,17,29.8,4
5989,17,26.85,3.2
5990,17,26.84,24.2
5991,17,26.82,43.7
5992,17,26.81,64.3
5993,17,26.68,178.1
5994,17,23.47,1
5995,17,21.43,5
5996,17,16.4,72.4
5997,17,16.08,2.5
5998,17,15.99,0.7
5999,17,15,56.7
6000,17,10.88,62.9
6001,17,10.72,13
6002,17,10,27.3
6003,17,7.1,86.8
6004,17,7.06,188
6005,17,6,0.4
6006,17,5,221.1
6007,17,3,60.5
6008,17,1.33,96
6009,17,1.1,7
6010,17,1,953.2
6011,17,0.2,63.4
6012,17,0.1,11.6
